"Regionskode";"Region";"Prøvetagningsdato";"Køn";"Bekræftede tilfælde i alt";"Døde";"Indlæggelser";"Kummuleret antal døde";"Kummuleret antal bekræftede tilfælde";"Kummuleret antal indlæggelser";"timestamp_2025-10-14T10:00:08.160"
1082;Midtjylland;2020-03-16;F;1;0;1;23;926;166;
1085;Sjælland;2020-03-16;F;9;1;7;24;935;173;
1084;Hovedstaden;2020-03-16;M;23;6;18;30;958;191;
1082;Midtjylland;2020-03-16;M;1;1;1;31;959;192;
1081;Nordjylland;2020-03-16;M;1;0;1;31;960;193;
1085;Sjælland;2020-03-16;M;6;1;5;32;966;198;
1083;Syddanmark;2020-03-16;M;6;2;6;34;972;204;
1084;Hovedstaden;2020-03-17;F;23;2;10;36;995;214;
1082;Midtjylland;2020-03-17;F;1;0;1;36;996;215;
1081;Nordjylland;2020-03-17;F;2;0;2;36;998;217;
1085;Sjælland;2020-03-17;F;4;1;4;37;1002;221;
1083;Syddanmark;2020-03-17;F;3;0;3;37;1005;224;
1084;Hovedstaden;2020-03-17;M;26;7;19;44;1031;243;
1082;Midtjylland;2020-03-17;M;6;1;5;45;1037;248;
1081;Nordjylland;2020-03-17;M;2;1;2;46;1039;250;
1085;Sjælland;2020-03-17;M;6;2;6;48;1045;256;
1083;Syddanmark;2020-03-17;M;3;1;2;49;1048;258;
1084;Hovedstaden;2020-03-18;F;16;2;8;51;1064;266;
1082;Midtjylland;2020-03-18;F;8;0;4;51;1072;270;
1081;Nordjylland;2020-03-18;F;3;0;2;51;1075;272;
1085;Sjælland;2020-03-18;F;6;0;5;51;1081;277;
1083;Syddanmark;2020-03-18;F;1;0;1;51;1082;278;
1084;Hovedstaden;2020-03-18;M;32;7;16;58;1114;294;
1082;Midtjylland;2020-03-18;M;3;1;1;59;1117;295;
1081;Nordjylland;2020-03-18;M;3;1;2;60;1120;297;
1085;Sjælland;2020-03-18;M;8;3;8;63;1128;305;
1083;Syddanmark;2020-03-18;M;3;1;2;64;1131;307;
1084;Hovedstaden;2020-03-19;F;30;1;12;65;1161;319;
1082;Midtjylland;2020-03-19;F;18;0;2;65;1179;321;
1081;Nordjylland;2020-03-19;F;2;0;2;65;1181;323;
1085;Sjælland;2020-03-19;F;2;0;1;65;1183;324;
1083;Syddanmark;2020-03-19;F;8;0;0;65;1191;324;
1084;Hovedstaden;2020-03-19;M;25;5;15;70;1216;339;
1082;Midtjylland;2020-03-19;M;5;0;1;70;1221;340;
1081;Nordjylland;2020-03-19;M;3;0;3;70;1224;343;
1085;Sjælland;2020-03-19;M;4;1;2;71;1228;345;
1083;Syddanmark;2020-03-19;M;8;0;6;71;1236;351;
1084;Hovedstaden;2020-03-20;F;32;4;17;75;1268;368;
1082;Midtjylland;2020-03-20;F;3;0;3;75;1271;371;
1081;Nordjylland;2020-03-20;F;2;0;0;75;1273;371;
1085;Sjælland;2020-03-20;F;8;1;5;76;1281;376;
1083;Syddanmark;2020-03-20;F;6;0;3;76;1287;379;
1084;Hovedstaden;2020-03-20;M;23;3;15;79;1310;394;
1082;Midtjylland;2020-03-20;M;6;0;2;79;1316;396;
1081;Nordjylland;2020-03-20;M;3;1;2;80;1319;398;
1085;Sjælland;2020-03-20;M;11;2;10;82;1330;408;
1083;Syddanmark;2020-03-20;M;8;0;7;82;1338;415;
1084;Hovedstaden;2020-03-21;F;15;2;6;84;1353;421;
1082;Midtjylland;2020-03-21;F;2;0;2;84;1355;423;
1081;Nordjylland;2020-03-21;F;1;0;1;84;1356;424;
1085;Sjælland;2020-03-21;F;5;0;4;84;1361;428;
1083;Syddanmark;2020-03-21;F;3;0;1;84;1364;429;
1084;Hovedstaden;2020-03-21;M;12;1;6;85;1376;435;
1082;Midtjylland;2020-03-21;M;3;0;3;85;1379;438;
1085;Sjælland;2020-03-21;M;3;1;2;86;1382;440;
1083;Syddanmark;2020-03-21;M;3;0;3;86;1385;443;
1084;Hovedstaden;2020-03-22;F;15;2;11;88;1400;454;
1082;Midtjylland;2020-03-22;F;3;0;3;88;1403;457;
1081;Nordjylland;2020-03-22;F;1;1;1;89;1404;458;
1085;Sjælland;2020-03-22;F;5;1;4;90;1409;462;
1083;Syddanmark;2020-03-22;F;1;0;1;90;1410;463;
1084;Hovedstaden;2020-03-22;M;20;5;10;95;1430;473;
1082;Midtjylland;2020-03-22;M;6;0;5;95;1436;478;
1081;Nordjylland;2020-03-22;M;1;0;1;95;1437;479;
1085;Sjælland;2020-03-22;M;6;2;5;97;1443;484;
1083;Syddanmark;2020-03-22;M;4;0;2;97;1447;486;
1084;Hovedstaden;2020-03-23;F;38;2;17;99;1485;503;
1082;Midtjylland;2020-03-23;F;11;0;9;99;1496;512;
1081;Nordjylland;2020-03-23;F;6;1;2;100;1502;514;
1085;Sjælland;2020-03-23;F;5;0;2;100;1507;516;
1083;Syddanmark;2020-03-23;F;1;0;0;100;1508;516;
1084;Hovedstaden;2020-03-23;M;34;3;21;103;1542;537;
1082;Midtjylland;2020-03-23;M;10;2;9;105;1552;546;
1081;Nordjylland;2020-03-23;M;4;0;4;105;1556;550;
1085;Sjælland;2020-03-23;M;12;3;8;108;1568;558;
1083;Syddanmark;2020-03-23;M;10;2;10;110;1578;568;
1084;Hovedstaden;2020-03-24;F;35;4;12;114;1613;580;
1082;Midtjylland;2020-03-24;F;7;0;4;114;1620;584;
1081;Nordjylland;2020-03-24;F;1;0;1;114;1621;585;
1085;Sjælland;2020-03-24;F;4;0;2;114;1625;587;
1083;Syddanmark;2020-03-24;F;11;0;7;114;1636;594;
1084;Hovedstaden;2020-03-24;M;39;4;27;118;1675;621;
1082;Midtjylland;2020-03-24;M;9;2;8;120;1684;629;
1081;Nordjylland;2020-03-24;M;6;0;6;120;1690;635;
1085;Sjælland;2020-03-24;M;13;3;10;123;1703;645;
1083;Syddanmark;2020-03-24;M;12;0;7;123;1715;652;
1084;Hovedstaden;2020-03-25;F;39;5;18;128;1754;670;
1082;Midtjylland;2020-03-25;F;8;0;2;128;1762;672;
1081;Nordjylland;2020-03-25;F;3;0;2;128;1765;674;
1085;Sjælland;2020-03-25;F;15;0;10;128;1780;684;
1083;Syddanmark;2020-03-25;F;8;0;3;128;1788;687;
1084;Hovedstaden;2020-03-25;M;32;9;23;137;1820;710;
1082;Midtjylland;2020-03-25;M;14;1;10;138;1834;720;
1081;Nordjylland;2020-03-25;M;5;1;4;139;1839;724;
1085;Sjælland;2020-03-25;M;14;4;11;143;1853;735;
1083;Syddanmark;2020-03-25;M;11;2;7;145;1864;742;
1084;Hovedstaden;2020-03-26;F;53;8;17;153;1917;759;
1082;Midtjylland;2020-03-26;F;14;3;6;156;1931;765;
1081;Nordjylland;2020-03-26;F;7;0;5;156;1938;770;
1085;Sjælland;2020-03-26;F;12;1;8;157;1950;778;
1083;Syddanmark;2020-03-26;F;10;0;4;157;1960;782;
1084;Hovedstaden;2020-03-26;M;36;5;23;162;1996;805;
1082;Midtjylland;2020-03-26;M;13;1;9;163;2009;814;
1081;Nordjylland;2020-03-26;M;5;0;3;163;2014;817;
1085;Sjælland;2020-03-26;M;6;2;3;165;2020;820;
1083;Syddanmark;2020-03-26;M;13;1;5;166;2033;825;
1084;Hovedstaden;2020-03-27;F;70;1;18;167;2103;843;
1082;Midtjylland;2020-03-27;F;11;0;1;167;2114;844;
1081;Nordjylland;2020-03-27;F;6;0;3;167;2120;847;
1085;Sjælland;2020-03-27;F;16;2;7;169;2136;854;
1083;Syddanmark;2020-03-27;F;14;0;6;169;2150;860;
1084;Hovedstaden;2020-03-27;M;50;4;27;173;2200;887;
1082;Midtjylland;2020-03-27;M;14;1;10;174;2214;897;
1081;Nordjylland;2020-03-27;M;3;0;0;174;2217;897;
1085;Sjælland;2020-03-27;M;11;0;8;174;2228;905;
1083;Syddanmark;2020-03-27;M;17;2;13;176;2245;918;
1084;Hovedstaden;2020-03-28;F;68;3;17;179;2313;935;
1082;Midtjylland;2020-03-28;F;12;0;2;179;2325;937;
1081;Nordjylland;2020-03-28;F;5;0;1;179;2330;938;
1085;Sjælland;2020-03-28;F;13;1;8;180;2343;946;
1083;Syddanmark;2020-03-28;F;14;1;10;181;2357;956;
1084;Hovedstaden;2020-03-28;M;51;8;25;189;2408;981;
1082;Midtjylland;2020-03-28;M;8;3;6;192;2416;987;
1081;Nordjylland;2020-03-28;M;6;1;4;193;2422;991;
1085;Sjælland;2020-03-28;M;11;2;10;195;2433;1001;
1083;Syddanmark;2020-03-28;M;9;0;7;195;2442;1008;
1084;Hovedstaden;2020-03-29;F;50;3;14;198;2492;1022;
1082;Midtjylland;2020-03-29;F;3;1;2;199;2495;1024;
1081;Nordjylland;2020-03-29;F;4;2;1;201;2499;1025;
1085;Sjælland;2020-03-29;F;7;1;6;202;2506;1031;
1083;Syddanmark;2020-03-29;F;5;0;5;202;2511;1036;
1084;Hovedstaden;2020-03-29;M;32;1;7;203;2543;1043;
1082;Midtjylland;2020-03-29;M;5;1;3;204;2548;1046;
1081;Nordjylland;2020-03-29;M;5;1;3;205;2553;1049;
1085;Sjælland;2020-03-29;M;8;3;8;208;2561;1057;
1083;Syddanmark;2020-03-29;M;7;0;4;208;2568;1061;
1084;Hovedstaden;2020-03-30;F;96;9;22;217;2664;1083;
1082;Midtjylland;2020-03-30;F;25;2;4;219;2689;1087;
1081;Nordjylland;2020-03-30;F;8;0;2;219;2697;1089;
1085;Sjælland;2020-03-30;F;37;3;6;222;2734;1095;
1083;Syddanmark;2020-03-30;F;24;1;7;223;2758;1102;
1084;Hovedstaden;2020-03-30;M;64;4;21;227;2822;1123;
1082;Midtjylland;2020-03-30;M;16;2;6;229;2838;1129;
1081;Nordjylland;2020-03-30;M;3;0;0;229;2841;1129;
1085;Sjælland;2020-03-30;M;19;3;9;232;2860;1138;
1083;Syddanmark;2020-03-30;M;16;1;4;233;2876;1142;
1084;Hovedstaden;2020-03-31;F;73;8;20;241;2949;1162;
1082;Midtjylland;2020-03-31;F;39;0;4;241;2988;1166;
1081;Nordjylland;2020-03-31;F;15;2;2;243;3003;1168;
1085;Sjælland;2020-03-31;F;19;1;6;244;3022;1174;
1083;Syddanmark;2020-03-31;F;11;1;2;245;3033;1176;
1084;Hovedstaden;2020-03-31;M;48;3;16;248;3081;1192;
1082;Midtjylland;2020-03-31;M;11;3;7;251;3092;1199;
1081;Nordjylland;2020-03-31;M;3;1;0;252;3095;1199;
1085;Sjælland;2020-03-31;M;19;1;2;253;3114;1201;
1083;Syddanmark;2020-03-31;M;12;2;4;255;3126;1205;
1084;Hovedstaden;2020-04-01;F;89;6;13;261;3215;1218;
1082;Midtjylland;2020-04-01;F;40;2;4;263;3255;1222;
1081;Nordjylland;2020-04-01;F;13;1;1;264;3268;1223;
1085;Sjælland;2020-04-01;F;21;0;7;264;3289;1230;
1083;Syddanmark;2020-04-01;F;26;2;5;266;3315;1235;
1084;Hovedstaden;2020-04-01;M;51;2;10;268;3366;1245;
1082;Midtjylland;2020-04-01;M;14;1;4;269;3380;1249;
1081;Nordjylland;2020-04-01;M;3;0;3;269;3383;1252;
1085;Sjælland;2020-04-01;M;12;0;2;269;3395;1254;
1083;Syddanmark;2020-04-01;M;10;1;4;270;3405;1258;
1084;Hovedstaden;2020-04-02;F;120;3;13;273;3525;1271;
1082;Midtjylland;2020-04-02;F;33;1;3;274;3558;1274;
1081;Nordjylland;2020-04-02;F;17;0;1;274;3575;1275;
1085;Sjælland;2020-04-02;F;41;4;3;278;3616;1278;
1083;Syddanmark;2020-04-02;F;32;1;5;279;3648;1283;
1084;Hovedstaden;2020-04-02;M;65;5;12;284;3713;1295;
1082;Midtjylland;2020-04-02;M;14;1;3;285;3727;1298;
1081;Nordjylland;2020-04-02;M;8;1;4;286;3735;1302;
1085;Sjælland;2020-04-02;M;24;0;5;286;3759;1307;
1083;Syddanmark;2020-04-02;M;20;1;2;287;3779;1309;
1084;Hovedstaden;2020-04-03;F;168;5;13;292;3947;1322;
1082;Midtjylland;2020-04-03;F;46;0;6;292;3993;1328;
1081;Nordjylland;2020-04-03;F;19;1;4;293;4012;1332;
1085;Sjælland;2020-04-03;F;33;1;1;294;4045;1333;
1083;Syddanmark;2020-04-03;F;39;0;2;294;4084;1335;
1084;Hovedstaden;2020-04-03;M;89;6;15;300;4173;1350;
1082;Midtjylland;2020-04-03;M;23;2;4;302;4196;1354;
1081;Nordjylland;2020-04-03;M;9;1;1;303;4205;1355;
1085;Sjælland;2020-04-03;M;18;0;4;303;4223;1359;
1083;Syddanmark;2020-04-03;M;22;0;7;303;4245;1366;
1084;Hovedstaden;2020-04-04;F;125;2;10;305;4370;1376;
1082;Midtjylland;2020-04-04;F;19;1;2;306;4389;1378;
1081;Nordjylland;2020-04-04;F;2;0;0;306;4391;1378;
1085;Sjælland;2020-04-04;F;21;1;4;307;4412;1382;
1083;Syddanmark;2020-04-04;F;10;0;1;307;4422;1383;
1084;Hovedstaden;2020-04-04;M;86;6;19;313;4508;1402;
1082;Midtjylland;2020-04-04;M;11;3;4;316;4519;1406;
1081;Nordjylland;2020-04-04;M;6;1;3;317;4525;1409;
1085;Sjælland;2020-04-04;M;5;1;3;318;4530;1412;
1083;Syddanmark;2020-04-04;M;4;0;1;318;4534;1413;
1084;Hovedstaden;2020-04-05;F;64;6;14;324;4598;1427;
1082;Midtjylland;2020-04-05;F;18;0;4;324;4616;1431;
1081;Nordjylland;2020-04-05;F;3;1;0;325;4619;1431;
1085;Sjælland;2020-04-05;F;13;0;2;325;4632;1433;
1083;Syddanmark;2020-04-05;F;9;0;1;325;4641;1434;
1084;Hovedstaden;2020-04-05;M;37;4;6;329;4678;1440;
1082;Midtjylland;2020-04-05;M;2;0;0;329;4680;1440;
1081;Nordjylland;2020-04-05;M;2;0;1;329;4682;1441;
1085;Sjælland;2020-04-05;M;5;0;1;329;4687;1442;
1083;Syddanmark;2020-04-05;M;3;1;2;330;4690;1444;
1084;Hovedstaden;2020-04-06;F;125;4;17;334;4815;1461;
1082;Midtjylland;2020-04-06;F;43;1;3;335;4858;1464;
1081;Nordjylland;2020-04-06;F;10;0;0;335;4868;1464;
1085;Sjælland;2020-04-06;F;52;2;7;337;4920;1471;
1083;Syddanmark;2020-04-06;F;25;1;1;338;4945;1472;
1084;Hovedstaden;2020-04-06;M;92;4;10;342;5037;1482;
1082;Midtjylland;2020-04-06;M;27;2;3;344;5064;1485;
1081;Nordjylland;2020-04-06;M;11;0;1;344;5075;1486;
1085;Sjælland;2020-04-06;M;11;0;2;344;5086;1488;
1083;Syddanmark;2020-04-06;M;21;0;5;344;5107;1493;
1084;Hovedstaden;2020-04-07;F;104;6;13;350;5211;1506;
1082;Midtjylland;2020-04-07;F;41;1;4;351;5252;1510;
1081;Nordjylland;2020-04-07;F;3;0;0;351;5255;1510;
1085;Sjælland;2020-04-07;F;29;0;2;351;5284;1512;
1083;Syddanmark;2020-04-07;F;24;0;3;351;5308;1515;
1084;Hovedstaden;2020-04-07;M;77;3;11;354;5385;1526;
1082;Midtjylland;2020-04-07;M;25;2;2;356;5410;1528;
1081;Nordjylland;2020-04-07;M;6;0;1;356;5416;1529;
1085;Sjælland;2020-04-07;M;22;0;4;356;5438;1533;
1083;Syddanmark;2020-04-07;M;11;0;0;356;5449;1533;
1084;Hovedstaden;2020-04-08;F;110;2;7;358;5559;1540;
1082;Midtjylland;2020-04-08;F;29;1;1;359;5588;1541;
1081;Nordjylland;2020-04-08;F;6;0;0;359;5594;1541;
1085;Sjælland;2020-04-08;F;36;0;4;359;5630;1545;
1083;Syddanmark;2020-04-08;F;16;1;0;360;5646;1545;
1084;Hovedstaden;2020-04-08;M;56;3;6;363;5702;1551;
1082;Midtjylland;2020-04-08;M;21;0;3;363;5723;1554;
1081;Nordjylland;2020-04-08;M;1;0;0;363;5724;1554;
1085;Sjælland;2020-04-08;M;16;2;3;365;5740;1557;
1083;Syddanmark;2020-04-08;M;3;0;0;365;5743;1557;
1084;Hovedstaden;2020-04-09;F;51;2;8;367;5794;1565;
1082;Midtjylland;2020-04-09;F;12;0;2;367;5806;1567;
1081;Nordjylland;2020-04-09;F;4;0;0;367;5810;1567;
1085;Sjælland;2020-04-09;F;10;1;5;368;5820;1572;
1083;Syddanmark;2020-04-09;F;7;0;2;368;5827;1574;
1084;Hovedstaden;2020-04-09;M;22;1;2;369;5849;1576;
1082;Midtjylland;2020-04-09;M;11;1;3;370;5860;1579;
1081;Nordjylland;2020-04-09;M;4;0;0;370;5864;1579;
1085;Sjælland;2020-04-09;M;9;1;3;371;5873;1582;
1083;Syddanmark;2020-04-09;M;4;0;0;371;5877;1582;
1084;Hovedstaden;2020-04-10;F;54;1;4;372;5931;1586;
1082;Midtjylland;2020-04-10;F;12;0;2;372;5943;1588;
1081;Nordjylland;2020-04-10;F;4;0;1;372;5947;1589;
1085;Sjælland;2020-04-10;F;16;0;1;372;5963;1590;
1083;Syddanmark;2020-04-10;F;1;0;0;372;5964;1590;
1084;Hovedstaden;2020-04-10;M;34;1;3;373;5998;1593;
1082;Midtjylland;2020-04-10;M;5;0;1;373;6003;1594;
1081;Nordjylland;2020-04-10;M;3;0;1;373;6006;1595;
1085;Sjælland;2020-04-10;M;5;1;5;374;6011;1600;
1083;Syddanmark;2020-04-10;M;6;0;1;374;6017;1601;
1084;Hovedstaden;2020-04-11;F;34;2;4;376;6051;1605;
1082;Midtjylland;2020-04-11;F;23;1;3;377;6074;1608;
1081;Nordjylland;2020-04-11;F;2;0;1;377;6076;1609;
1085;Sjælland;2020-04-11;F;8;1;4;378;6084;1613;
1083;Syddanmark;2020-04-11;F;8;0;1;378;6092;1614;
1084;Hovedstaden;2020-04-11;M;40;3;8;381;6132;1622;
1082;Midtjylland;2020-04-11;M;10;2;4;383;6142;1626;
1085;Sjælland;2020-04-11;M;7;0;2;383;6149;1628;
1083;Syddanmark;2020-04-11;M;6;1;3;384;6155;1631;
1084;Hovedstaden;2020-04-12;F;64;3;5;387;6219;1636;
1082;Midtjylland;2020-04-12;F;13;2;2;389;6232;1638;
1081;Nordjylland;2020-04-12;F;5;0;1;389;6237;1639;
1085;Sjælland;2020-04-12;F;17;0;4;389;6254;1643;
1083;Syddanmark;2020-04-12;F;7;0;1;389;6261;1644;
1084;Hovedstaden;2020-04-12;M;30;1;3;390;6291;1647;
1082;Midtjylland;2020-04-12;M;8;0;1;390;6299;1648;
1081;Nordjylland;2020-04-12;M;3;0;2;390;6302;1650;
1085;Sjælland;2020-04-12;M;2;0;0;390;6304;1650;
1083;Syddanmark;2020-04-12;M;6;0;1;390;6310;1651;
1084;Hovedstaden;2020-04-13;F;56;3;5;393;6366;1656;
1082;Midtjylland;2020-04-13;F;20;0;2;393;6386;1658;
1081;Nordjylland;2020-04-13;F;4;0;0;393;6390;1658;
1085;Sjælland;2020-04-13;F;11;1;3;394;6401;1661;
1083;Syddanmark;2020-04-13;F;4;0;1;394;6405;1662;
1084;Hovedstaden;2020-04-13;M;39;4;12;398;6444;1674;
1082;Midtjylland;2020-04-13;M;11;0;1;398;6455;1675;
1081;Nordjylland;2020-04-13;M;1;0;0;398;6456;1675;
1085;Sjælland;2020-04-13;M;7;1;5;399;6463;1680;
1083;Syddanmark;2020-04-13;M;2;0;1;399;6465;1681;
1084;Hovedstaden;2020-04-14;F;88;5;11;404;6553;1692;
1082;Midtjylland;2020-04-14;F;30;0;3;404;6583;1695;
1081;Nordjylland;2020-04-14;F;2;0;0;404;6585;1695;
1085;Sjælland;2020-04-14;F;34;0;2;404;6619;1697;
1083;Syddanmark;2020-04-14;F;17;1;2;405;6636;1699;
1084;Hovedstaden;2020-04-14;M;45;1;6;406;6681;1705;
1082;Midtjylland;2020-04-14;M;15;3;4;409;6696;1709;
1085;Sjælland;2020-04-14;M;16;1;2;410;6712;1711;
1083;Syddanmark;2020-04-14;M;8;0;0;410;6720;1711;
1084;Hovedstaden;2020-04-15;F;78;5;4;415;6798;1715;
1082;Midtjylland;2020-04-15;F;17;1;1;416;6815;1716;
1081;Nordjylland;2020-04-15;F;4;0;0;416;6819;1716;
1085;Sjælland;2020-04-15;F;20;0;5;416;6839;1721;
1083;Syddanmark;2020-04-15;F;8;0;1;416;6847;1722;
1084;Hovedstaden;2020-04-15;M;40;2;3;418;6887;1725;
1082;Midtjylland;2020-04-15;M;9;1;2;419;6896;1727;
1081;Nordjylland;2020-04-15;M;4;0;0;419;6900;1727;
1085;Sjælland;2020-04-15;M;10;2;5;421;6910;1732;
1083;Syddanmark;2020-04-15;M;6;0;1;421;6916;1733;
1084;Hovedstaden;2020-04-16;F;52;1;5;422;6968;1738;
1082;Midtjylland;2020-04-16;F;26;0;2;422;6994;1740;
1081;Nordjylland;2020-04-16;F;4;0;0;422;6998;1740;
1085;Sjælland;2020-04-16;F;16;2;5;424;7014;1745;
1083;Syddanmark;2020-04-16;F;8;0;1;424;7022;1746;
1084;Hovedstaden;2020-04-16;M;37;2;8;426;7059;1754;
1082;Midtjylland;2020-04-16;M;16;1;2;427;7075;1756;
1081;Nordjylland;2020-04-16;M;1;0;0;427;7076;1756;
1085;Sjælland;2020-04-16;M;8;0;0;427;7084;1756;
1083;Syddanmark;2020-04-16;M;9;0;1;427;7093;1757;
1084;Hovedstaden;2020-04-17;F;51;1;5;428;7144;1762;
1082;Midtjylland;2020-04-17;F;18;1;1;429;7162;1763;
1081;Nordjylland;2020-04-17;F;2;0;0;429;7164;1763;
1085;Sjælland;2020-04-17;F;29;2;5;431;7193;1768;
1083;Syddanmark;2020-04-17;F;8;0;2;431;7201;1770;
